bpm,source,timestamp
62,awake,2023-09-01T23:11:31+00:00
65,awake,2023-09-01T23:11:52+00:00
65,awake,2023-09-01T23:16:36+00:00
69,awake,2023-09-01T23:16:40+00:00
67,awake,2023-09-01T23:16:44+00:00
63,awake,2023-09-01T23:21:54+00:00
64,awake,2023-09-01T23:22:06+00:00
67,awake,2023-09-01T23:22:10+00:00
71,awake,2023-09-01T23:51:52+00:00
75,awake,2023-09-01T23:52:02+00:00
66,awake,2023-09-01T23:52:08+00:00
62,awake,2023-09-01T23:56:53+00:00
74,awake,2023-09-01T23:57:11+00:00
65,awake,2023-09-01T23:57:18+00:00
74,awake,2023-09-02T00:27:22+00:00
82,awake,2023-09-02T00:27:32+00:00
78,awake,2023-09-02T00:27:46+00:00
67,awake,2023-09-02T01:27:59+00:00
63,awake,2023-09-02T01:28:13+00:00
60,awake,2023-09-02T01:28:32+00:00
69,awake,2023-09-02T01:38:18+00:00
63,awake,2023-09-02T01:38:26+00:00
65,awake,2023-09-02T01:38:35+00:00
73,awake,2023-09-02T01:48:24+00:00
69,awake,2023-09-02T01:48:31+00:00
63,awake,2023-09-02T01:48:32+00:00
60,awake,2023-09-02T01:58:17+00:00
70,awake,2023-09-02T01:58:18+00:00
62,awake,2023-09-02T01:58:20+00:00
61,awake,2023-09-02T02:08:24+00:00
68,awake,2023-09-02T02:08:47+00:00
65,awake,2023-09-02T02:08:51+00:00
62,awake,2023-09-02T02:18:37+00:00
88,awake,2023-09-02T02:19:12+00:00
73,awake,2023-09-02T02:19:16+00:00
60,awake,2023-09-02T02:28:48+00:00
60,awake,2023-09-02T02:28:49+00:00
52,awake,2023-09-02T02:28:53+00:00
65,awake,2023-09-02T02:39:01+00:00
68,awake,2023-09-02T02:39:03+00:00
70,awake,2023-09-02T02:39:05+00:00
63,awake,2023-09-02T02:43:45+00:00
66,awake,2023-09-02T02:44:13+00:00
73,awake,2023-09-02T02:44:18+00:00
76,awake,2023-09-02T02:49:04+00:00
94,awake,2023-09-02T02:49:19+00:00
85,awake,2023-09-02T02:49:22+00:00
72,awake,2023-09-02T02:54:11+00:00
71,awake,2023-09-02T02:54:18+00:00
62,awake,2023-09-02T02:54:37+00:00
56,awake,2023-09-02T03:11:31+00:00
58,awake,2023-09-02T03:11:34+00:00
62,awake,2023-09-02T03:11:35+00:00
57,awake,2023-09-02T03:21:37+00:00
61,awake,2023-09-02T03:22:15+00:00
70,awake,2023-09-02T03:22:26+00:00
75,awake,2023-09-02T03:31:46+00:00
64,awake,2023-09-02T03:32:12+00:00
62,awake,2023-09-02T03:32:14+00:00
58,awake,2023-09-02T03:41:53+00:00
62,awake,2023-09-02T03:41:57+00:00
56,awake,2023-09-02T03:42:20+00:00
87,awake,2023-09-02T03:52:45+00:00
78,awake,2023-09-02T03:52:47+00:00
74,awake,2023-09-02T04:01:15+00:00
70,awake,2023-09-02T04:01:16+00:00
60,awake,2023-09-02T04:01:17+00:00
59,awake,2023-09-02T04:06:20+00:00
65,awake,2023-09-02T04:06:21+00:00
57,awake,2023-09-02T04:06:36+00:00
57,awake,2023-09-02T04:13:09+00:00
58,awake,2023-09-02T04:13:11+00:00
61,awake,2023-09-02T04:13:17+00:00
58,awake,2023-09-02T04:22:43+00:00
65,awake,2023-09-02T04:22:52+00:00
71,awake,2023-09-02T04:22:59+00:00
64,awake,2023-09-02T04:33:04+00:00
71,awake,2023-09-02T04:33:19+00:00
67,awake,2023-09-02T04:33:41+00:00
62,awake,2023-09-02T04:49:12+00:00
70,awake,2023-09-02T04:49:13+00:00
78,awake,2023-09-02T04:49:27+00:00
70,awake,2023-09-02T04:59:17+00:00
62,awake,2023-09-02T04:59:22+00:00
66,awake,2023-09-02T04:59:26+00:00
55,awake,2023-09-02T05:04:46+00:00
58,awake,2023-09-02T05:04:59+00:00
66,awake,2023-09-02T05:05:08+00:00
77,awake,2023-09-02T05:10:00+00:00
65,awake,2023-09-02T05:10:02+00:00
59,awake,2023-09-02T05:10:16+00:00
55,awake,2023-09-02T05:25:03+00:00
58,awake,2023-09-02T05:25:04+00:00
57,awake,2023-09-02T05:25:05+00:00
58,awake,2023-09-02T05:30:40+00:00
60,awake,2023-09-02T05:30:44+00:00
83,awake,2023-09-02T05:31:11+00:00
78,awake,2023-09-02T05:37:05+00:00
68,awake,2023-09-02T05:37:11+00:00
72,awake,2023-09-02T05:37:12+00:00
56,awake,2023-09-02T05:42:02+00:00
53,awake,2023-09-02T05:42:05+00:00
62,awake,2023-09-02T05:42:24+00:00
61,awake,2023-09-02T05:47:19+00:00
54,awake,2023-09-02T05:47:21+00:00
59,awake,2023-09-02T05:47:23+00:00
54,awake,2023-09-02T05:52:28+00:00
59,awake,2023-09-02T05:52:29+00:00
69,awake,2023-09-02T05:52:30+00:00
60,awake,2023-09-02T05:57:41+00:00
64,awake,2023-09-02T05:57:43+00:00
59,awake,2023-09-02T05:57:45+00:00
72,awake,2023-09-02T06:02:32+00:00
70,awake,2023-09-02T06:02:36+00:00
63,awake,2023-09-02T06:03:04+00:00
59,awake,2023-09-02T06:08:02+00:00
80,awake,2023-09-02T06:08:16+00:00
70,awake,2023-09-02T06:08:19+00:00
68,awake,2023-09-02T06:12:56+00:00
65,awake,2023-09-02T06:13:12+00:00
62,awake,2023-09-02T06:13:26+00:00
62,awake,2023-09-02T06:18:08+00:00
65,awake,2023-09-02T06:18:15+00:00
70,awake,2023-09-02T06:18:35+00:00
61,awake,2023-09-02T06:23:21+00:00
60,awake,2023-09-02T06:23:42+00:00
64,awake,2023-09-02T06:23:53+00:00
67,awake,2023-09-02T12:27:22+00:00
74,awake,2023-09-02T12:27:29+00:00
61,awake,2023-09-02T12:27:47+00:00
80,awake,2023-09-02T12:32:35+00:00
75,awake,2023-09-02T12:32:51+00:00
70,awake,2023-09-02T12:33:05+00:00
63,awake,2023-09-02T12:38:06+00:00
58,awake,2023-09-02T12:38:09+00:00
68,awake,2023-09-02T12:38:13+00:00
74,awake,2023-09-02T12:43:16+00:00
65,awake,2023-09-02T12:43:24+00:00
69,awake,2023-09-02T12:43:38+00:00
71,awake,2023-09-02T12:48:29+00:00
67,awake,2023-09-02T12:48:40+00:00
62,awake,2023-09-02T12:48:51+00:00
74,awake,2023-09-02T12:53:54+00:00
71,awake,2023-09-02T12:54:11+00:00
58,awake,2023-09-02T13:16:21+00:00
56,awake,2023-09-02T13:16:37+00:00
62,awake,2023-09-02T13:16:42+00:00
66,awake,2023-09-02T13:21:31+00:00
69,awake,2023-09-02T13:21:37+00:00
61,awake,2023-09-02T13:22:06+00:00
62,awake,2023-09-02T13:27:00+00:00
73,awake,2023-09-02T13:27:09+00:00
77,awake,2023-09-02T13:27:10+00:00
62,awake,2023-09-02T13:32:42+00:00
64,awake,2023-09-02T13:32:51+00:00
58,awake,2023-09-02T13:33:05+00:00
77,awake,2023-09-02T14:03:34+00:00
67,awake,2023-09-02T14:03:35+00:00
65,awake,2023-09-02T14:03:36+00:00
68,awake,2023-09-02T14:13:31+00:00
73,awake,2023-09-02T14:13:34+00:00
61,awake,2023-09-02T14:13:45+00:00
74,awake,2023-09-02T14:33:33+00:00
77,awake,2023-09-02T14:33:34+00:00
79,awake,2023-09-02T14:34:00+00:00
100,awake,2023-09-02T14:45:24+00:00
105,awake,2023-09-02T14:45:27+00:00
85,awake,2023-09-02T14:45:33+00:00
60,awake,2023-09-02T14:57:41+00:00
71,awake,2023-09-02T14:57:55+00:00
63,awake,2023-09-02T14:58:16+00:00
68,awake,2023-09-02T15:03:05+00:00
65,awake,2023-09-02T15:03:06+00:00
75,awake,2023-09-02T15:03:33+00:00
70,awake,2023-09-02T15:13:41+00:00
78,awake,2023-09-02T15:13:45+00:00
62,awake,2023-09-02T15:13:48+00:00
74,awake,2023-09-02T15:25:00+00:00
76,awake,2023-09-02T15:25:01+00:00
84,awake,2023-09-02T15:50:05+00:00
87,awake,2023-09-02T15:50:06+00:00
88,awake,2023-09-02T15:50:08+00:00
92,awake,2023-09-02T16:12:11+00:00
87,awake,2023-09-02T16:12:45+00:00
83,awake,2023-09-02T16:22:57+00:00
80,awake,2023-09-02T16:23:08+00:00
85,awake,2023-09-02T16:27:55+00:00
78,awake,2023-09-02T16:27:59+00:00
82,awake,2023-09-02T16:28:12+00:00
79,awake,2023-09-02T16:33:21+00:00
75,awake,2023-09-02T16:33:27+00:00
84,awake,2023-09-02T16:33:31+00:00
81,awake,2023-09-02T16:44:55+00:00
89,awake,2023-09-02T16:44:57+00:00
94,awake,2023-09-02T16:45:07+00:00
93,awake,2023-09-02T16:56:24+00:00
98,awake,2023-09-02T16:56:25+00:00
94,awake,2023-09-02T16:56:26+00:00
66,awake,2023-09-02T17:06:54+00:00
83,awake,2023-09-02T17:06:58+00:00
77,awake,2023-09-02T17:07:09+00:00
72,awake,2023-09-02T17:16:54+00:00
67,awake,2023-09-02T17:16:59+00:00
62,awake,2023-09-02T17:17:21+00:00
63,awake,2023-09-02T17:26:18+00:00
70,awake,2023-09-02T17:26:29+00:00
77,awake,2023-09-02T17:26:30+00:00
62,awake,2023-09-02T17:31:38+00:00
59,awake,2023-09-02T17:31:53+00:00
56,awake,2023-09-02T17:31:58+00:00
62,awake,2023-09-02T17:36:40+00:00
67,awake,2023-09-02T17:36:49+00:00
55,awake,2023-09-02T17:37:01+00:00
55,awake,2023-09-02T17:46:57+00:00
68,awake,2023-09-02T17:47:02+00:00
76,awake,2023-09-02T17:47:25+00:00
53,awake,2023-09-02T17:57:06+00:00
65,awake,2023-09-02T17:57:09+00:00
73,awake,2023-09-02T17:57:17+00:00
55,awake,2023-09-02T18:07:02+00:00
51,awake,2023-09-02T18:07:13+00:00
52,awake,2023-09-02T18:07:45+00:00
56,awake,2023-09-02T18:27:35+00:00
52,awake,2023-09-02T18:27:43+00:00
55,awake,2023-09-02T18:27:55+00:00
75,awake,2023-09-02T18:57:23+00:00
67,awake,2023-09-02T18:57:26+00:00
83,awake,2023-09-02T18:57:54+00:00
89,awake,2023-09-02T19:03:26+00:00
84,awake,2023-09-02T19:03:27+00:00
80,awake,2023-09-02T19:03:28+00:00
85,awake,2023-09-02T19:08:20+00:00
94,awake,2023-09-02T19:08:24+00:00
89,awake,2023-09-02T19:08:27+00:00
72,awake,2023-09-02T19:13:34+00:00
77,awake,2023-09-02T19:13:37+00:00
63,awake,2023-09-02T19:29:12+00:00
68,awake,2023-09-02T19:29:28+00:00
64,awake,2023-09-02T19:29:32+00:00
83,awake,2023-09-02T19:53:37+00:00
79,awake,2023-09-02T19:53:39+00:00
82,awake,2023-09-02T19:53:40+00:00
87,awake,2023-09-02T20:02:14+00:00
79,awake,2023-09-02T20:02:16+00:00
70,awake,2023-09-02T20:02:18+00:00
78,awake,2023-09-02T20:08:38+00:00
73,awake,2023-09-02T20:08:40+00:00
72,awake,2023-09-02T20:08:46+00:00
79,awake,2023-09-02T20:22:30+00:00
94,awake,2023-09-02T20:22:31+00:00
90,awake,2023-09-02T20:22:34+00:00
81,awake,2023-09-02T20:27:56+00:00
62,awake,2023-09-02T20:28:13+00:00
70,awake,2023-09-02T20:28:15+00:00
69,awake,2023-09-02T20:33:19+00:00
73,awake,2023-09-02T20:33:23+00:00
91,awake,2023-09-02T20:39:01+00:00
127,awake,2023-09-02T20:39:17+00:00
146,awake,2023-09-02T20:39:19+00:00
67,awake,2023-09-02T21:24:02+00:00
85,awake,2023-09-02T21:24:11+00:00
92,awake,2023-09-02T21:24:24+00:00
58,awake,2023-09-02T21:29:53+00:00
54,awake,2023-09-02T21:29:54+00:00
79,awake,2023-09-02T21:29:57+00:00
79,awake,2023-09-02T21:35:19+00:00
73,awake,2023-09-02T21:35:21+00:00
75,awake,2023-09-02T21:35:31+00:00
49,awake,2023-09-02T21:40:29+00:00
50,awake,2023-09-02T21:40:48+00:00
65,awake,2023-09-02T21:40:50+00:00
86,awake,2023-09-02T22:18:56+00:00
84,awake,2023-09-02T22:18:58+00:00
58,awake,2023-09-02T22:24:02+00:00
60,awake,2023-09-02T22:24:06+00:00
57,awake,2023-09-02T22:24:16+00:00
84,awake,2023-09-02T22:29:06+00:00
90,awake,2023-09-02T22:29:17+00:00
69,awake,2023-09-02T22:29:33+00:00
69,awake,2023-09-02T22:34:31+00:00
66,awake,2023-09-02T22:34:49+00:00
76,awake,2023-09-02T22:35:01+00:00
56,awake,2023-09-02T22:39:40+00:00
57,awake,2023-09-02T22:39:46+00:00
69,awake,2023-09-02T22:39:48+00:00
76,awake,2023-09-02T22:44:57+00:00
72,awake,2023-09-02T22:45:28+00:00
69,awake,2023-09-02T22:45:32+00:00
78,awake,2023-09-02T22:50:11+00:00
75,awake,2023-09-02T22:50:12+00:00
79,awake,2023-09-02T22:50:45+00:00
65,awake,2023-09-02T22:55:11+00:00
83,awake,2023-09-02T22:55:51+00:00
77,awake,2023-09-02T22:55:53+00:00
58,awake,2023-09-02T23:00:45+00:00
56,awake,2023-09-02T23:00:49+00:00
58,awake,2023-09-02T23:00:51+00:00
54,awake,2023-09-02T23:05:36+00:00
65,awake,2023-09-02T23:05:50+00:00
52,awake,2023-09-02T23:06:03+00:00
65,awake,2023-09-02T23:10:42+00:00
71,awake,2023-09-02T23:10:44+00:00
53,awake,2023-09-02T23:11:24+00:00
59,awake,2023-09-02T23:15:54+00:00
71,awake,2023-09-02T23:16:26+00:00
67,awake,2023-09-02T23:16:33+00:00
68,awake,2023-09-02T23:21:23+00:00
72,awake,2023-09-02T23:21:28+00:00
80,awake,2023-09-02T23:21:29+00:00
55,awake,2023-09-02T23:26:12+00:00
54,awake,2023-09-02T23:26:19+00:00
60,awake,2023-09-02T23:26:47+00:00
53,awake,2023-09-02T23:31:23+00:00
68,awake,2023-09-02T23:31:56+00:00
59,awake,2023-09-02T23:31:57+00:00
49,awake,2023-09-02T23:36:36+00:00
53,awake,2023-09-02T23:36:43+00:00
61,awake,2023-09-02T23:37:02+00:00
55,awake,2023-09-02T23:47:25+00:00
52,awake,2023-09-02T23:47:34+00:00
64,awake,2023-09-02T23:47:36+00:00
62,awake,2023-09-02T23:52:13+00:00
60,awake,2023-09-02T23:52:17+00:00
72,awake,2023-09-02T23:52:32+00:00
62,awake,2023-09-02T23:57:18+00:00
56,awake,2023-09-02T23:57:20+00:00
69,awake,2023-09-02T23:57:47+00:00
52,awake,2023-09-03T00:02:26+00:00
64,awake,2023-09-03T00:02:30+00:00
71,awake,2023-09-03T00:03:01+00:00
65,awake,2023-09-03T00:08:00+00:00
63,awake,2023-09-03T00:08:06+00:00
75,awake,2023-09-03T00:08:11+00:00
100,awake,2023-09-03T00:13:50+00:00
94,awake,2023-09-03T00:13:52+00:00
87,awake,2023-09-03T00:13:58+00:00
60,awake,2023-09-03T00:19:46+00:00
70,awake,2023-09-03T00:19:51+00:00
62,awake,2023-09-03T00:20:01+00:00
67,awake,2023-09-03T00:57:32+00:00
58,awake,2023-09-03T00:57:35+00:00
53,awake,2023-09-03T00:57:46+00:00
74,awake,2023-09-03T01:02:38+00:00
64,awake,2023-09-03T01:02:50+00:00
81,awake,2023-09-03T01:03:18+00:00
81,awake,2023-09-03T01:07:54+00:00
74,awake,2023-09-03T01:08:16+00:00
68,awake,2023-09-03T01:08:27+00:00
66,awake,2023-09-03T01:27:07+00:00
55,awake,2023-09-03T01:27:12+00:00
60,awake,2023-09-03T01:27:13+00:00
71,awake,2023-09-03T01:32:25+00:00
68,awake,2023-09-03T01:32:27+00:00
64,awake,2023-09-03T01:32:45+00:00
75,awake,2023-09-03T01:37:47+00:00
65,awake,2023-09-03T01:37:50+00:00
69,awake,2023-09-03T01:37:52+00:00
66,awake,2023-09-03T01:43:06+00:00
79,awake,2023-09-03T01:43:08+00:00
70,awake,2023-09-03T01:43:13+00:00
79,awake,2023-09-03T01:51:01+00:00
76,awake,2023-09-03T01:51:03+00:00
71,awake,2023-09-03T01:51:21+00:00
70,awake,2023-09-03T01:56:00+00:00
69,awake,2023-09-03T01:56:08+00:00
66,awake,2023-09-03T01:56:10+00:00
58,awake,2023-09-03T02:01:12+00:00
65,awake,2023-09-03T02:01:15+00:00
61,awake,2023-09-03T02:01:51+00:00
68,awake,2023-09-03T02:06:35+00:00
78,awake,2023-09-03T02:06:36+00:00
81,awake,2023-09-03T02:06:40+00:00
59,awake,2023-09-03T02:11:35+00:00
68,awake,2023-09-03T02:11:58+00:00
56,awake,2023-09-03T02:12:04+00:00
62,awake,2023-09-03T02:16:56+00:00
56,awake,2023-09-03T02:17:19+00:00
58,awake,2023-09-03T02:17:21+00:00
56,awake,2023-09-03T02:21:55+00:00
63,awake,2023-09-03T02:22:16+00:00
57,awake,2023-09-03T02:22:27+00:00
62,awake,2023-09-03T02:27:18+00:00
58,awake,2023-09-03T02:27:25+00:00
55,awake,2023-09-03T02:27:29+00:00
58,awake,2023-09-03T02:32:25+00:00
62,awake,2023-09-03T02:32:47+00:00
66,awake,2023-09-03T02:32:50+00:00
62,awake,2023-09-03T02:37:44+00:00
59,awake,2023-09-03T02:37:50+00:00
56,awake,2023-09-03T02:37:54+00:00
59,awake,2023-09-03T02:42:36+00:00
56,awake,2023-09-03T02:42:47+00:00
64,awake,2023-09-03T02:42:55+00:00
77,awake,2023-09-03T03:15:39+00:00
72,awake,2023-09-03T03:15:52+00:00
83,awake,2023-09-03T03:15:58+00:00
97,awake,2023-09-03T03:25:43+00:00
99,awake,2023-09-03T03:25:47+00:00
59,awake,2023-09-03T03:26:27+00:00
69,awake,2023-09-03T03:30:49+00:00
64,awake,2023-09-03T03:31:05+00:00
54,awake,2023-09-03T03:31:31+00:00
53,awake,2023-09-03T03:35:58+00:00
55,awake,2023-09-03T03:36:02+00:00
59,awake,2023-09-03T03:36:23+00:00
50,awake,2023-09-03T03:41:07+00:00
50,awake,2023-09-03T03:41:41+00:00
50,awake,2023-09-03T03:41:44+00:00
51,awake,2023-09-03T10:26:26+00:00
52,awake,2023-09-03T10:26:29+00:00
68,awake,2023-09-03T10:26:30+00:00
54,awake,2023-09-03T12:53:52+00:00
52,awake,2023-09-03T12:53:53+00:00
63,awake,2023-09-03T12:54:06+00:00
51,awake,2023-09-03T12:58:55+00:00
53,awake,2023-09-03T13:04:03+00:00
54,awake,2023-09-03T13:04:06+00:00
50,awake,2023-09-03T13:04:24+00:00
53,awake,2023-09-03T13:09:12+00:00
56,awake,2023-09-03T13:09:13+00:00
58,awake,2023-09-03T13:09:21+00:00
55,awake,2023-09-03T13:14:19+00:00
57,awake,2023-09-03T13:14:22+00:00
51,awake,2023-09-03T13:14:46+00:00
55,awake,2023-09-03T13:19:55+00:00
58,awake,2023-09-03T13:19:59+00:00
52,awake,2023-09-03T13:20:10+00:00
80,awake,2023-09-03T13:24:43+00:00
60,awake,2023-09-03T13:25:06+00:00
71,awake,2023-09-03T13:25:07+00:00
67,awake,2023-09-03T13:29:52+00:00
78,awake,2023-09-03T13:29:54+00:00
72,awake,2023-09-03T13:29:55+00:00
50,awake,2023-09-03T13:35:00+00:00
68,awake,2023-09-03T13:35:21+00:00
59,awake,2023-09-03T13:35:24+00:00
59,awake,2023-09-03T13:40:26+00:00
56,awake,2023-09-03T13:40:28+00:00
63,awake,2023-09-03T13:40:38+00:00
58,awake,2023-09-03T13:50:48+00:00
55,awake,2023-09-03T13:51:16+00:00
61,awake,2023-09-03T13:51:28+00:00
67,awake,2023-09-03T13:56:59+00:00
63,awake,2023-09-03T13:57:07+00:00
60,awake,2023-09-03T13:57:31+00:00
63,awake,2023-09-03T14:02:34+00:00
70,awake,2023-09-03T14:02:39+00:00
55,awake,2023-09-03T14:02:55+00:00
67,awake,2023-09-03T14:07:45+00:00
69,awake,2023-09-03T14:07:46+00:00
62,awake,2023-09-03T14:07:49+00:00
87,awake,2023-09-03T14:24:26+00:00
91,awake,2023-09-03T14:24:42+00:00
85,awake,2023-09-03T14:24:45+00:00
94,awake,2023-09-03T14:29:56+00:00
94,awake,2023-09-03T14:29:57+00:00
93,awake,2023-09-03T14:29:58+00:00
103,awake,2023-09-03T14:35:49+00:00
100,awake,2023-09-03T14:35:50+00:00
107,awake,2023-09-03T14:36:02+00:00
52,awake,2023-09-03T14:55:55+00:00
69,awake,2023-09-03T14:56:11+00:00
55,awake,2023-09-03T14:56:25+00:00
64,awake,2023-09-03T15:05:54+00:00
72,awake,2023-09-03T15:06:00+00:00
66,awake,2023-09-03T15:06:16+00:00
69,awake,2023-09-03T15:16:22+00:00
60,awake,2023-09-03T15:16:37+00:00
65,awake,2023-09-03T15:16:42+00:00
75,awake,2023-09-03T15:21:31+00:00
80,awake,2023-09-03T15:21:37+00:00
77,awake,2023-09-03T15:21:43+00:00
85,awake,2023-09-03T15:26:44+00:00
68,awake,2023-09-03T15:26:47+00:00
82,awake,2023-09-03T15:27:17+00:00
84,awake,2023-09-03T15:31:55+00:00
83,awake,2023-09-03T15:31:58+00:00
77,awake,2023-09-03T15:31:59+00:00
70,awake,2023-09-03T15:37:26+00:00
68,awake,2023-09-03T15:37:29+00:00
73,awake,2023-09-03T15:37:31+00:00
68,awake,2023-09-03T15:43:20+00:00
77,awake,2023-09-03T15:43:23+00:00
72,awake,2023-09-03T15:43:43+00:00
58,awake,2023-09-03T15:48:41+00:00
65,awake,2023-09-03T15:49:05+00:00
66,awake,2023-09-03T15:49:06+00:00
82,awake,2023-09-03T15:54:03+00:00
75,awake,2023-09-03T15:54:04+00:00
54,awake,2023-09-03T15:54:26+00:00
83,awake,2023-09-03T16:00:06+00:00
78,awake,2023-09-03T16:00:07+00:00
72,awake,2023-09-03T16:00:08+00:00
98,awake,2023-09-03T16:06:48+00:00
99,awake,2023-09-03T16:06:54+00:00
102,awake,2023-09-03T16:07:01+00:00
88,awake,2023-09-03T16:18:18+00:00
87,awake,2023-09-03T16:18:19+00:00
75,awake,2023-09-03T16:23:12+00:00
72,awake,2023-09-03T16:23:26+00:00
79,awake,2023-09-03T16:23:34+00:00
65,awake,2023-09-03T16:28:21+00:00
68,awake,2023-09-03T16:28:26+00:00
77,awake,2023-09-03T16:28:30+00:00
82,awake,2023-09-03T16:34:44+00:00
72,awake,2023-09-03T16:34:46+00:00
79,awake,2023-09-03T16:34:47+00:00
95,awake,2023-09-03T16:39:27+00:00
102,awake,2023-09-03T16:39:50+00:00
109,awake,2023-09-03T16:40:06+00:00
68,awake,2023-09-03T16:44:34+00:00
65,awake,2023-09-03T16:44:36+00:00
61,awake,2023-09-03T16:44:39+00:00
88,awake,2023-09-03T17:00:24+00:00
90,awake,2023-09-03T17:00:25+00:00
84,awake,2023-09-03T17:00:26+00:00
75,awake,2023-09-03T17:05:38+00:00
72,awake,2023-09-03T17:05:40+00:00
77,awake,2023-09-03T17:05:52+00:00
86,awake,2023-09-03T17:33:15+00:00
73,awake,2023-09-03T17:33:37+00:00
65,awake,2023-09-03T17:33:43+00:00
80,awake,2023-09-03T17:43:14+00:00
82,awake,2023-09-03T17:43:16+00:00
86,awake,2023-09-03T17:43:17+00:00
86,awake,2023-09-03T17:59:59+00:00
83,awake,2023-09-03T18:00:03+00:00
93,awake,2023-09-03T18:00:09+00:00
86,awake,2023-09-03T18:05:24+00:00
82,awake,2023-09-03T18:05:26+00:00
80,awake,2023-09-03T18:05:28+00:00
93,awake,2023-09-03T18:10:32+00:00
80,awake,2023-09-03T18:10:35+00:00
84,awake,2023-09-03T18:11:06+00:00
94,awake,2023-09-03T18:22:47+00:00
90,awake,2023-09-03T18:22:48+00:00
86,awake,2023-09-03T18:23:22+00:00
95,awake,2023-09-03T18:28:08+00:00
93,awake,2023-09-03T18:28:22+00:00
90,awake,2023-09-03T18:28:23+00:00
77,awake,2023-09-03T18:33:10+00:00
80,awake,2023-09-03T18:33:20+00:00
86,awake,2023-09-03T18:33:34+00:00
76,awake,2023-09-03T18:47:50+00:00
82,awake,2023-09-03T18:48:17+00:00
78,awake,2023-09-03T18:48:18+00:00
59,awake,2023-09-03T18:55:56+00:00
66,awake,2023-09-03T18:55:58+00:00
63,awake,2023-09-03T18:56:19+00:00
67,awake,2023-09-03T19:02:12+00:00
61,awake,2023-09-03T19:02:35+00:00
71,awake,2023-09-03T19:02:54+00:00
73,awake,2023-09-03T19:07:39+00:00
66,awake,2023-09-03T19:08:00+00:00
70,awake,2023-09-03T19:08:01+00:00
66,awake,2023-09-03T19:12:56+00:00
78,awake,2023-09-03T19:13:03+00:00
82,awake,2023-09-03T19:13:04+00:00
73,awake,2023-09-03T19:18:15+00:00
68,awake,2023-09-03T19:18:34+00:00
75,awake,2023-09-03T19:23:23+00:00
67,awake,2023-09-03T19:23:51+00:00
71,awake,2023-09-03T19:23:53+00:00
65,awake,2023-09-03T19:28:36+00:00
76,awake,2023-09-03T19:29:05+00:00
72,awake,2023-09-03T19:29:08+00:00
74,awake,2023-09-03T19:33:39+00:00
69,awake,2023-09-03T19:34:09+00:00
65,awake,2023-09-03T19:34:21+00:00
75,awake,2023-09-03T19:39:07+00:00
71,awake,2023-09-03T19:39:08+00:00
79,awake,2023-09-03T19:39:24+00:00
66,awake,2023-09-03T19:44:21+00:00
69,awake,2023-09-03T19:44:37+00:00
63,awake,2023-09-03T19:44:41+00:00
73,awake,2023-09-03T19:49:27+00:00
77,awake,2023-09-03T19:49:34+00:00
72,awake,2023-09-03T19:49:42+00:00
68,awake,2023-09-03T19:54:26+00:00
70,awake,2023-09-03T19:54:30+00:00
67,awake,2023-09-03T19:54:31+00:00
69,awake,2023-09-03T19:59:32+00:00
74,awake,2023-09-03T19:59:54+00:00
72,awake,2023-09-03T19:59:55+00:00
73,awake,2023-09-03T20:10:04+00:00
61,awake,2023-09-03T20:10:34+00:00
65,awake,2023-09-03T20:10:36+00:00
65,awake,2023-09-03T20:15:06+00:00
70,awake,2023-09-03T20:15:07+00:00
75,awake,2023-09-03T20:15:30+00:00
68,awake,2023-09-03T20:20:22+00:00
63,awake,2023-09-03T20:20:48+00:00
62,awake,2023-09-03T20:20:52+00:00
69,awake,2023-09-03T20:25:35+00:00
72,awake,2023-09-03T20:25:46+00:00
66,awake,2023-09-03T20:25:52+00:00
61,awake,2023-09-03T20:30:47+00:00
67,awake,2023-09-03T20:30:57+00:00
63,awake,2023-09-03T20:31:14+00:00
79,awake,2023-09-03T20:39:19+00:00
71,awake,2023-09-03T20:39:20+00:00
59,awake,2023-09-03T20:39:50+00:00
66,awake,2023-09-03T20:44:27+00:00
71,awake,2023-09-03T20:44:45+00:00
61,awake,2023-09-03T20:44:52+00:00
65,awake,2023-09-03T20:49:53+00:00
67,awake,2023-09-03T20:49:59+00:00
70,awake,2023-09-03T20:50:12+00:00
69,awake,2023-09-03T20:55:05+00:00
64,awake,2023-09-03T20:55:14+00:00
67,awake,2023-09-03T20:55:19+00:00
68,awake,2023-09-03T21:00:22+00:00
65,awake,2023-09-03T21:00:26+00:00
63,awake,2023-09-03T21:00:43+00:00
58,awake,2023-09-03T21:05:18+00:00
63,awake,2023-09-03T21:05:34+00:00
66,awake,2023-09-03T21:05:37+00:00
72,awake,2023-09-03T21:11:00+00:00
74,awake,2023-09-03T21:11:01+00:00
73,awake,2023-09-03T21:11:02+00:00
75,awake,2023-09-03T21:18:25+00:00
83,awake,2023-09-03T21:18:30+00:00
69,awake,2023-09-03T21:18:33+00:00
60,awake,2023-09-03T21:32:06+00:00
64,awake,2023-09-03T21:32:14+00:00
61,awake,2023-09-03T21:32:15+00:00
76,awake,2023-09-03T21:42:30+00:00
74,awake,2023-09-03T21:42:32+00:00
71,awake,2023-09-03T21:42:41+00:00
61,awake,2023-09-03T21:47:40+00:00
66,awake,2023-09-03T21:47:43+00:00
71,awake,2023-09-03T21:47:49+00:00
67,awake,2023-09-03T21:52:51+00:00
59,awake,2023-09-03T21:52:52+00:00
63,awake,2023-09-03T21:52:55+00:00
